THE,THE
Ciuile,Civil
Spirituall,Spiritual
and,and
that,that
is,is
either,either
the,the
Morall,Moral
or,or
chast,chaste
fast,fast
Religious,Religious
fast,fast
whereof,whereof
there,there
are,are
two,two
Parts,Parts
the,the
Outward,Outward
and,and
bodily,bodily
exercise,exercise
of,of
abstinence,abstinence
where,where
we,we
consider,consider
From,From
what,what
we,we
are,are
to,to
abstaine,abstain
from,from
Helpes,Helps
of,of
this,this
life,life
as,as
from,from
Food,Food
wholly,wholly
Sleepe,Sleep
in,in
part,part
Better,Better
apparell,apparel
Worldly,Worldly
delights,delights
and,and
pleasures,pleasures
Bodily,Bodily
labours,labours
and,and
wordly,worldly
businesse,business
For,For
how,how
long,long
we,we
are,are
to,to
abstaine,abstain
and,and
what,what
the,the
time,time
of,of
the,the
fast,fast
is,is
Inward,Inward
and,and
spiritual,spiritual
exercise,exercise
of,of
prayer,prayer
joyned,joined
with,with
repentance,repentance
which,which
we,we
consider,consider
Ioyntly,jointly
§,§
seuerally,severally
Prayer,Prayer
whereof,whereof
the,the
Parts,Parts
are,are
Deprecation,Deprecation
of,of
euill,evil
Precation,Precation
of,of
good,good
Properties,Properties
Feruencie,Fervency
Faith,Faith
Repentance,Repentance
the,the
parts,parts
whereof,whereof
are,are
Humiliation,Humiliation
or,or
penitencie,penitency
which,which
is,is
partly,partly
Inward,Inward
and,and
that,that
is,is
the,the
Sence,Sense
of,of
our,our
miserie,misery
and,and
sorrow,sorrow
for,for
sin,sin
Humble,Humble
conceit,conceit
and,and
base,base
estimation,estimation
of,of
our selues,ourselves
Outward,Outward
as,as
Lamentation,Lamentation
and,and
bewayling,bewailing
of,of
our,our
miserie,misery
Confession,Confession
of,of
our,our
sinne,sin
Amendment,Amendment
which,which
standeth,standeth
in,in
Eschewing,Eschewing
euill,evil
and,and
fasting,fasting
from,from
sinne,sin
Ensuing,Ensuing
that,that
which,which
is,is
good,good
both,both
for,for
the,the
time,time
Present,Present
by,by
practising,practising
duties,duties
of,of
Pietie,Piety
towards,towards
God,God
Charitie,Charity
towards,towards
men,men
but,but
especially,especially
the,the
works,works
of,of
mercie,mercy
To,To
come,come
by,by
purposing,purposing
and,and
promising,promising
amendment,amendment
§,§
Sorts,Sorts
for,for
it,it
is,is
either,either
Priuat,Private
Publicke,Public
where,where
we,we
consider,consider
the,the
Appointment,Appointment
of,of
it,it
By,By
whom,whom
Vpon,Upon
what,what
occasion,occasion
as,as
the,the
Obtaining,Obtaining
of,of
some,some
publicke,public
blessing,blessing
Remouing,Removing
of,of
some,some
publick,public
euil,evil
either,either
of,of
Sinne,Sin
Punishment,Punishment
either,either
threatned,threatened
§,§
inflicted,inflicted
as,as
Sword,Sword
Famine,Famine
Pestilence,Pestilemce
Captiuitie,Captivity
Obseruation,Observation
of,of
it,it
By,By
whom,whom
How,How
that,that
it,it
is,is
to,to
be,be
sanctified,sanctified
as,as
a,a
Sabbath,Sabbath
of,of
humiliation,humiliation
both,both
Publickly,Publicly
by,by
the,the
Minister,Minister
People,People
Priuately,Privately
Suruey,Survey
of,of
the,the
Popish,Popish
and,and
Antichristian,Antichristian
fast,fast
THE,THE
FIRST,FIRST
TREATISE,TREATISE
OF,OF
THE,THE
CHRITIAN,CHRITIAN
exercise,exercise
of,of
Fasting,Fasting
FAsting,FAsting
What,What
fasting,fasting
in,in
generall,general
is,is
being,being
a,a
voluntarie,voluntary
abstinence,abstinence
from,from
all,all
food,food
for,for
a,a
time,time
is,is
distinguished,distinguished
from,from
that,that
abstinence,abstinence
which,which
being,being
only,only
in,in
respect,respect
of,of
the,the
quantitie,quantity
or,or
qualitie,quality
is,is
a,a
forbearing,forbearing
not,not
of,of
all,all
food,food
but,but
of,of
such,such
and,and
so,so
much,much
Not,Not
a,a
sober,sober
That,That
which,which
is,is
in,in
respect,respect
of,of
the,the
quantitie,quantity
is,is
the,the
moderat,moderate
sober,sober
and,and
temperat,temperate
vse,use
of,of
food,food
auoiding,avoiding
all,all
excesse,excess
That,That
which,which
is,is
in,in
respect,respect
of,of
the,the
qualitie,quality
Or,Or
abstemious,abstemious
vse,use
of,of
food,food
is,is
the,the
abstemious,abstemious
vse,use
of,of
food,food
forbearing,forbearing
some,some
kind,kind
of,of
meat,meat
or,or
drinke,drink
which,which
we,we
suppose,suppose
to,to
be,be
noysome,noisome
vnto,unto
vs,us
in,in
regard,regard
either,either
of,of
our,our
bodies,bodies
or,or
soules,soul's
health,health
The,The
former,former
which,which
is,is
the,the
sober,sober
diet,diet
ought,aught
and,and
the,the
latter,latter
which,which
is,is
the,the
abstemious,abstemious
diet,diet
may,may
bee,be
perpetuall,perpetual
among,among
Christians,Christians
But,But
fasting,fasting
is,is
an,an
abstinence,abstinence
not,not
onely,only
But,But
an,an
vtter,utter
abstinence,abstinence
therefrom,therefrom
à,à
tali,tali
tanto,tanto
that,that
is,is
from,from
such,such
and,and
so,so
much,much
but,but
à,à
toto,toto
that,that
is,is
from,from
all,all
food,food
Neither,Neither
is,is
it,it
a,a
sober,sober
or,or
abstemious,abstemious
vsing,using
of,of
food,food
but,but
a,a
not,not
vsing,using
or,or
forbearing,forbearing
of,of
food,food
altogether,altogether
Of,Of
Suidas,Suidas
Varinus,Varinus
Nor,Nor
yet,yet
a,a
forced,forced
abstinence,abstinence
during,during
the,the
time,time
of,of
the,the
fast,fast
For,For
therfore,therefore
is,is
it,it
called,called
which,which
signifieth,signifieth
not,not
eating,eating
or,or
not,not
taking,taking
of,of
food,food
And,And
he,he
is,is
said,said
to,to
be,be
that,that
is,is
fasting,fasting
who,who
is,is
or,or
that,that
is,is
who,who
hath,hath
taken,taken
no,no
food,food
And,And
whereas,whereas
I,I
call,call
it,it
a,a
voluntarie,voluntary
abstinence,abstinence
therein,therein
I,I
distinguish,distinguish
fasting,fasting
from,from
that,that
forbearing,forbearing
or,or
wanting,wanting
of,of
food,food
which,which
is,is
not,not
voluntarie,voluntary
or,or
purposely,purposely
intended,intended
but,but
forced,forced
either,either
because,because
men,men
cannot,cannot
eat,eat
being,being
either,either
in,in
sicknesse,sickness
Or,Or
want,want
Amos,Amos
or,or
in,in
feare,fear
of,of
present,present
danger,danger
or,or
in,in
some,some
other,other
agonie,agony
or,or
because,because
they,they
haue,have
not,not
what,what
to,to
eat,eat
which,which
is,is
not,not
fasting,fasting
but,but
famine,famine
or,or
as,as
the,the
Scriptures,Scriptures
call,call
it,it
cleanenesse,cleanness
of,of
teeth,teeth
For,For
this,this
forced,forced
forbearing,forbearing
or,or
wanting,wanting
of,of
food,food
is,is
not,not
that,that
is,is
fasting,fasting
properly,properly
but,but
which,which
signifieth,signifieth
a,a
priuation,privation
of,of
food,food
and,and
is,is
not,not
a,a
dutie,duty
voluntarily,voluntarily
vndertaken,undertaken
but,but
an,an
affliction,affliction
imposed,imposed
or,or
a,a
consequent,consequent
of,of
affliction,affliction
But,But
a,a
voluntarie,voluntary
forbearing,forbearing
of,of
food,food
For,For
fasting,fasting
is,is
deriued,derived
of,of
which,which
signifieth,signifieth
to,to
fast,fast
or,or
to,to
obserue,observe
a,a
fast,fast
And,And
althogh,although
all,all
they,they
which,which
take,take
no,no
food,food
may,may
be,be
said,said
to,to
be,be
or,or
Ieiuni,jeiuni
that,that
is,is
fasting,fasting
yet,yet
they,they
are,are
not,not
ieiunantes,ieiunantes
such,such
as,as
doe,do
fast,fast
for,for
they,they
onely,only
may,may
be,be
said,said
ieiunare,ieiunare
to,to
fast,fast
or,or
to,to
obserue,observe
a,a
fast,fast
who,who
voluntarily,voluntarily
abstaine,abstain
The,The
sorts,sorts
of,of
fasting,fasting
We,We
see,see
then,then
what,what
fasting,fasting
in,in
generall,general
is,is
The,The
sorts,sorts
of,of
fasting,fasting
are,are
to,to
be,be
distinguished,distinguished
according,according
to,to
the,the
varietie,variety
of,of
the,the
end,end
for,for
which,which
it,it
is,is
vndertaken,undertaken
And,And
it,it
is,is
either,either
naturall,natural
or,or
ciuile,civil
or,or
spirituall,spiritual
according,according
to,to
the,the
threefold,threefold
life,life
of,of
a,a
Christian,Christian
in,in
this,this
world,world
vnto,unto
the,the
helpe,help
and,and
furtherance,furtherance
whereof,whereof
For,For
it,it
is,is
either,either
naturall,natural
all,all
voluntarie,voluntary
abstinence,abstinence
is,is
referred,referred
The,The
naturall,natural
fast,fast
is,is
that,that
which,which
is,is
vndertaken,undertaken
for,for
the,the
health,health
of,of
our,our
life,life
naturall,natural
and,and
is,is
sometimes,sometimes
enjoyned,enjoined
by,by
the,the
Phisition,Physician
or,or
ciuile,civil
The,The
ciuile,civil
is,is
that,that
which,which
is,is
referred,referred
to,to
the,the
wealth,wealth
of,of
the,the
life,life
ciuile,civil
and,and
is,is
sometimes,sometimes
enjoyned,enjoined
by,by
the,the
magistrat,magistrate
or,or
spirituall,spiritual
The,The
spirituall,spiritual
fast,fast
is,is
that,that
which,which
is,is
vndertaken,undertaken
for,for
the,the
furtherance,furtherance
of,of
the,the
life,life
spirituall,spiritual
in,in
the,the
duties,duties
either,either
of,of
chastitie,chastity
towards,towards
our selues,ourselves
and,and
our,our
neighbour,neighbour
or,or
of,of
religion,religion
and,and
repentance,repentance
towards,towards
God,God
and,and
is,is
ordained,ordained
of,of
the,the
Lord,Lord
to,to
be,be
vsed,used
to,to
these,these
ends,ends
as,as
necessitie,necessity
shall,shall
require,require
For,For
although,although
fasting,fasting
in,in
it selfe,itself
be,be
but,but
a,a
thing,thing
indifferent,indifferent
and,and
is,is
not,not
simply,simply
either,either
commaunded,commanded
or,or
forbidden,forbidden
yet,yet
as,as
it,it
may,may
bee,be
a,a
meanes,means
either,either
for,for
the,the
preseruation,preservation
of,of
chastitie,chastity
or,or
for,for
the,the
furtherance,furtherance
of,of
our,our
repentance,repentance
and,and
religion,religion
towards,towards
God,God
so,so
farre,far
foorth,forth
it,it
is,is
required,required
and,and
commaunded,commanded
For,For
as,as
where,where
the,the
forbiddeth,forbiddeth
any,any
vice,vice
or,or
sinne,sin
there,there
he,he
doth,doth
also,also
forbid,forbid
meanes,means
allurements,allurements
and,and
prouocations,provocations
thereunto,thereunto
so,so
where,where
he,he
commaundeth,commandeth
any,any
dutie,duty
or,or
vertue,virtue
there,there
also,also
hee,he
commaundeth,commandeth
the,the
helpes,helps
and,and
meanes,means
which,which
tend,tend
thereto,thereto
And,And
this,this
is,is
that,that
which,which
an,an
auncient,ancient
and,and
learned,learned
writer,writer
sayth,saith
Hieronymus,Hieronymus
And,And
that,that
is,is
either,either
the,the
moral,moral
and,and
chast,chaste
fast,fast
That,That
fasting,fasting
is,is
not,not
a,a
vertue,virtue
in,in
it selfe,itself
but,but
a,a
degree,degree
to,to
vertue,virtue
The,The
spirituall,spiritual
fast,fast
therefore,therefore
is,is
to,to
bee,be
considered,considered
of,of
vs,us
either,either
as,as
a,a
meanes,means
of,of
chastitie,chastity
which,which
we,we
may,may
for,for
distinction,distinction
sake,sake
call,call
the,the
morall,moral
or,or
the,the
chast,chaste
fast,fast
or,or
as,as
a,a
helpe,help
to,to
further,further
vs,us
in,in
the,the
duties,duties
of,of
repentance,repentance
and,and
religion,religion
or,or
the,the
religious,religious
and,and
deuout,devout
fast,fast
which,which
we,we
may,may
call,call
the,the
religious,religious
or,or
the,the
deuout,devout
fast,fast
The,The
morall,moral
or,or
chast,chaste
fast,fast
is,is
that,that
whereby,whereby
men,men
or,or
women,women
finding,finding
the,the
sober,sober
and,and
abstemious,abstemious
diet,diet
not,not
sufficient,sufficient
to,to
represse,repress
the,the
concupiscence,concupiscence
of,of
the,the
flesh,flesh
What,What
the,the
chast,chaste
fast,fast
is,is
doe,do
endeuour,endeavour
to,to
subdue,subdue
and,and
chastise,chastise
their,their
bodies,bodies
that,that
is,is
to,to
say,say
to,to
make,make
them,them
chast,chaste
This,This
fast,fast
therefore,therefore
is,is
not,not
commanded,commanded
them,them
who,who
either,either
haue,have
the,the
gift,gift
of,of
continencie,continency
in,in
single,single
life,life
or,or
may,may
lawfully,lawfully
vse,use
the,the
remedie,remedy
ordained,ordained
against,against
lust,lust
in,in
mariage,marriage
for,for
to,to
such,such
the,the
sober,sober
diet,diet
moderating,moderating
the,the
quantitie,quantity
of,of
their,their
food,food
and,and
the,the
abstemious,abstemious
diet,diet
forbearing,forbearing
such,such
things,things
as,as
prouoke,provoke
lust,lust
is,is
a,a
sufficient,sufficient
preseruatiue,preservative
of,of
chastitie,chastity
and,and
therefore,therefore
as,as
a,a
medicinall,medicinal
purgation,purgation
to,to
those,those
that,that
are,are
in,in
health,health
so,so
this,this
fast,fast
to,to
such,such
persons,persons
is,is
not,not
onely,only
superfluous,superfluous
but,but
sometimes,sometimes
also,also
hurtfull,hurtful
and,and
pernicious,pernicious
As,As
for,for
those,those
who,who
find,find
their,their
bodies,bodies
more,more
prone,prone
to,to
lust,lust
and,and
vncleanenesse,uncleanness
and,and
may,may
not,not
lawfully,lawfully
vse,use
the,the
remedie,remedy
against,against
it,it
which,which
to,to
single,single
men,men
is,is
not,not
permitted,permitted
at,at
all,all
And,And
what,what
other,other
helpes,helps
must,must
concurre,concur
therewith,therewith
whiles,whiles
they,they
be,be
single,single
nor,nor
to,to
married,married
persons,persons
at,at
certaine,certain
times,times
they,they
are,are
to,to
be,be
admonished,admonished
to,to
vse,use
all,all
good,good
meanes,means
of,of
chastitie,chastity
that,that
they,they
may,may
possesse,possess
their,their
vessels,vessels
that,that
is,is
their,their
bodies,bodies
in,in
holinesse,holiness
and,and
in,in
honour,honour
as,as
it,it
becommeth,becometh
the,the
temples,temples
of,of
the,the
holy,holy
ghost,ghost
and,and
not,not
in,in
the,the
passion,passion
of,of
lust,lust
like,like
to,to
the,the
Gentils,Gentiles
which,which
knew,knew
not,not
God,God
And,And
to,to
this,this
purpose,purpose
they,they
are,are
to,to
be,be
exhorted,exhorted
first,first
to,to
obserue,observe
perpetually,perpetually
the,the
vertue,virtue
of,of
sobrietie,sobriety
Sobrietie,Sobriety
in,in
moderating,moderating
not,not
only,only
the,the
inward,inward
fancies,fancies
affections,affections
also,also
the,the
outward,outward
not,not
onely,only
in,in
respect,respect
of,of
gouerning,governing
their,their
inward,inward
affections,affections
and,and
fancies,fancies
out,out
also,also
in,in
restraining,restraining
the,the
pleasures,pleasures
of,of
their,their
outward,outward
sences,senses
especially,especially
of,of
the,the
sight,sight
and,and
tast,taste
Of,Of
sight,sight
by,by
restraining,restraining
their,their
eyes,eyes
from,from
beholding,beholding
the,the
objects,objects
of,of
lust,lust
such,such
as,as
are,are
louely,lovely
or,or
lasciuious,lascivious
persons,persons
wanton,wanton
pictures,pictures
loue-bookes,love-bookes
obscene,obscene
enterludes,interludes
and,and
such,such
like,like
For,For
by,by
the,the
sence,sense
of,of
sight,sight
concupiscence,concupiscence
is,is
ordinarily,ordinarily
conueyed,conveyed
to,to
the,the
heart,heart
for,for
as,as
the,the
old,old
saying,saying
is,is
of,of
looking,looking
comes,comes
louing,loving
And,And
therefore,therefore
as,as
wee,we
must,must
pray,pray
with,with
Dauid,David
that,that
the,the
Lord,Lord
would,would
turne,turn
away,away
our,our
eyes,eyes
that,that
they,they
behold,behold
not,not
vanitie,vanity
so,so
must,must
we,we
with,with
Iob,job
make,make
a,a
couenant,covenant
with,with
our,our
eyes,eyes
that,that
as,as
the,the
sonne,son
of,of
Syrach,Syrach
aduiseth,adviseth
we,we
should,should
turne,turn
them,them
away,away
from,from
a,a
beautifull,beautiful
woman,woman
and,and
not,not
to,to
eye,eye
the,the
beautie,beauty
of,of
others,others
for,for
by,by
the,the
beautie,beauty
of,of
women,women
many,many
haue,have
beene,been
seduced,seduced
and,and
thereby,thereby
loue,love
is,is
kindled,kindled
as,as
it,it
were,were
a,a
fire,fire
Temperancie,temperancy
in,in
diet,diet
Of,Of
tast,taste
by,by
temperancie,temperancy
in,in
diet,diet
that,that
neither,neither
in,in
respect,respect
of,of
the,the
quantitie,quantity
they,they
exceed,exceed
by,by
gluttonie,gluttony
or,or
drunkennesse,drunkenness
nor,nor
in,in
respect,respect
of,of
the,the
qualitie,quality
they,they
affect,affect
such,such
meats,meats
or,or
drinkes,drinks
as,as
are,are
fit,fit
to,to
prouoke,provoke
lust,lust
And,And
if,if
they,they
find,find
not,not
this,this
sobrietie,sobriety
and,and
abstinence,abstinence
to,to
be,be
sufficient,sufficient
for,for
this,this
purpose,purpose
then,then
are,are
they,they
so,so
oft,oft
as,as
their,their
health,health
will,will
beare,bear
and,and
their,their
necessitie,necessity
require,require
by,by
fasting,fasting
to,to
chastise,chastise
and,and
subdue,subdue
their,their
bodies,bodies
And,And
because,because
continencie,continency
is,is
not,not
a,a
thing,thing
in,in
our,our
owne,own
power,power
but,but
the,the
free,free
gift,gift
of,of
God,God
Prayer,Prayer
Vigilancie,Vigilancy
Diligence,Diligence
painefulnesse,painfulness
Auoiding,Avoiding
contrariwise,chose
intemperancie,intemperancy
in,in
diet,diet
Hieronym,Hieronym
we,we
are,are
therefore,therefore
with,with
our,our
fasting,fasting
to,to
joyne,join
earnest,earnest
prayer,prayer
for,for
the,the
same,same
And,And
to,to
our,our
fasting,fasting
and,and
prayer,prayer
we,we
must,must
joyne,join
vigilancie,vigilancy
and,and
watchfulnesse,watchfulness
that,that
as,as
the,the
Apostle,Apostle
exhorteth,exhorteth
wee,we
may,may
bee,be
sober,sober
and,and
watch,watch
vnto,unto
prayer,prayer
and,and
thereunto,thereunto
must,must
wee,we
adde,add
painefulnesse,painfulness
in,in
our,our
calling,calling
or,or
in,in
some,some
honest,honest
labour,labour
For,For
the,the
greatest,greatest
enemie,enemy
to,to
chastitie,chastity
and,and
chiefest,chiefest
prouoker,provoker
of,of
lust,lust
is,is
excesse,excess
in,in
meat,meat
and,and
drinke,drink
Ciborum,Ciborum
saturitas,saturitas
est,est
seminarium,seminarium
libidinis,libidinis
fulnesse,fullness
of,of
meat,meat
is,is
the,the
seminarie,seminary
of,of
lust,lust
for,for
the,the
ouerplus,overplus
of,of
our,our
nourishment,nourishment
is,is
the,the
matter,matter
of,of
generation,generation
which,which
aboundeth,aboundeth
where,where
nourishment,nourishment
exceedeth,exceedeth
and,and
that,that
abounding,abounding
prouoketh,provoketh
to,to
lust,lust
And,And
therefore,therefore
the,the
chiefe,chief
preseruatiue,preservative
against,against
lust,lust
is,is
by,by
temperancie,temperancy
in,in
diet,diet
not,not
to,to
subminister,subminister
matter,matter
vnto,unto
it,it
And,And
if,if
temperancie,temperancy
suffice,suffice
not,not
to,to
vse,use
also,also
fasting,fasting
that,that
by,by
withdrawing,withdrawing
the,the
oyle,oil
as,as
it,it
were,were
from,from
the,the
flame,flame
of,of
concupiscence,concupiscence
it,it
may,may
bee,be
quenched,quenched
To,To
which,which
purpose,purpose
let,let
the,the
order,order
and,and
coherence,coherence
of,of
the,the
Apostles,Apostles
words,words
be,be
obserued,observed
Ad,Ad
Rusticum,Rusticum
de,de
viuendi,vivendi
formae,formae
in,in
fasting,fasting
sayth,saith
hee,he
in,in
chastitie,chastity
But,But
here,here
two,two
things,things
are,are
to,to
be,be
obserued,observed
The,The
first,first
that,that
as,as
Ierome,Jerome
sayth,saith
our,our
fasts,fasts
bee,be
moderat,moderate
least,least
being,being
too,too
much,much
they,they
weaken,weaken
the,the
stomacke,stomach
and,and
requiring,requiring
greater,greater
refection,refection
breed,breed
cruditie,crudity
Ad,Ad
Furiam,Furiam
de,de
viduitate,viduitate
which,which
is,is
the,the
mother,mother
of,of
lust,lust
for,for
as,as
hee,he
sayth,saith
in,in
another,another
place,place
nothing,nothing
doth,doth
so,so
inflame,inflame
the,the
bodie,body
and,and
prouoke,provoke
vnto,unto
lust,lust
as,as
indigested,indigested
meat,meat
The,The
other,other
thing,thing
that,that
as,as
we,we
vse,use
fasting,fasting
sometimes,sometimes
so,so
must,must
wee,we
vse,use
temperance,temperance
and,and
sobrietie,sobriety
alwayes,always
auoiding,avoiding
euermore,evermore
excesse,excess
especially,especially
of,of
such,such
things,things
as,as
are,are
apt,apt
to,to
prouoke,provoke
lust,lust
For,For
what,what
are,are
we,we
better,better
for,for
fasting,fasting
at,at
any,any
time,time
if,if
we,we
recompence,recompense
our,our
fasting,fasting
with,with
fulnesse,fullness
at,at
other,other
time,time
for,for
then,then
our,our
minds,minds
by,by
much,much
repletion,repletion
will,will
wax,wax
heauie,heavy
August,August
de,de
Hieronym,Hieronym
ad,ad
Eustoch,Eustoch
de,de
custodia,custodia
virginit,virginit
Ad,Ad
Furiam,Furiam
de,de
irrigata,irrigata
corporis,corporis
nostri,nostri
terraspinas,terraspinas
libidinum,libidinum
germinabit,germinabit
And,And
the,the
earth,earth
as,as
it,it
were,were
of,of
our,our
bodies,bodies
being,being
well,well
watered,watered
will,will
bring,bring
forth,forth
the,the
thornes,thorns
of,of
lust,lust
And,And
therefore,therefore
as,as
Ierome,Jerome
well,well
sayth,saith
A,A
spare,spare
diet,diet
and,and
a,a
stomacke,stomach
alwayes,always
hungry,hungry
is,is
preferred,preferred
before,before
fasts,fasts
continued,continued
three,three
dayes,days
together,together
and,and
it,it
is,is
much,much
better,better
euery,every
day,day
to,to
take,take
but,but
a,a
little,little
then,then
sometimes,sometimes
though,though
seldome,seldom
to,to
take,take
too,too
much,much
But,But
as,as
